,taskName,nSessions,nTrials,pC,std,meanMin,meanMax,minOddChange,minRunLength,maxRunLength,applyMinForLastRunLength,sessionIndex,trialIndex,mean,didMeanChange,outcome,p1Min,p1Max,p1,didP1Change,idealObserverEstimate
45,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,45,0.6538580925354512,False,0.6236796742934404,,,,,
46,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,46,0.6538580925354512,False,0.6106345144412791,,,,,
47,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,47,0.6538580925354512,False,0.6710471805301307,,,,,
48,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,48,0.6538580925354512,False,0.6278132767136886,,,,,
49,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,49,0.6538580925354512,False,0.6765430448991903,,,,,
50,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,50,0.6538580925354512,False,0.6366609573260158,,,,,
51,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,51,0.6538580925354512,False,0.6757035737244103,,,,,
52,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,52,0.8011113218368306,True,0.8483960912766325,,,,,
53,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,53,0.8011113218368306,False,0.8306437755455204,,,,,
54,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,54,0.8011113218368306,False,0.7792724089374009,,,,,
55,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,55,0.8011113218368306,False,0.8493491343867773,,,,,
56,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,56,0.8011113218368306,False,0.8125910829837223,,,,,
57,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,57,0.8011113218368306,False,0.808513823024963,,,,,
58,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,58,0.8011113218368306,False,0.7736677976005416,,,,,
59,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,59,0.8011113218368306,False,0.8069686712628625,,,,,
60,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,60,0.8011113218368306,False,0.7969998426119256,,,,,
61,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,61,0.8011113218368306,False,0.7975093799191132,,,,,
62,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,62,0.8011113218368306,False,0.817267280772227,,,,,
63,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,63,0.8011113218368306,False,0.7900964400597158,,,,,
64,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,64,0.8011113218368306,False,0.8036301626731086,,,,,
65,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,65,0.8011113218368306,False,0.8124250756643083,,,,,
66,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,66,0.8011113218368306,False,0.7968583991111575,,,,,
67,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,67,0.8011113218368306,False,0.8112210500585634,,,,,
68,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,68,0.8011113218368306,False,0.8196020322234765,,,,,
69,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,69,0.8011113218368306,False,0.8189081739130049,,,,,
70,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,70,0.8011113218368306,False,0.7967847846296925,,,,,
71,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,71,0.8011113218368306,False,0.838688590171947,,,,,
72,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,72,0.8156853308030779,True,0.8121061199369616,,,,,
73,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,73,0.8156853308030779,False,0.8220518009535728,,,,,
74,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,0,74,0.8156853308030779,False,0.8213783968401078,,,,,
75,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,0,0.6492007421452669,True,0.6699641277513623,,,,,
76,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,1,0.6492007421452669,False,0.6654155413286597,,,,,
77,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,2,0.6492007421452669,False,0.7048955745932791,,,,,
78,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,3,0.6492007421452669,False,0.592260238155521,,,,,
79,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,4,0.6492007421452669,False,0.6474091680888394,,,,,
80,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,5,0.6492007421452669,False,0.6105875166199711,,,,,
81,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,6,0.6492007421452669,False,0.6225116517239029,,,,,
82,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,7,0.6492007421452669,False,0.6707917562369822,,,,,
83,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,8,0.6492007421452669,False,0.628973572808647,,,,,
84,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,9,0.6492007421452669,False,0.6207632994464485,,,,,
85,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,10,0.6492007421452669,False,0.649364144714322,,,,,
86,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,11,0.6492007421452669,False,0.6553411884084299,,,,,
87,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,12,0.6492007421452669,False,0.6997461580924254,,,,,
88,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,13,0.6492007421452669,False,0.6528671232019165,,,,,
89,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,14,0.6492007421452669,False,0.7062167447743848,,,,,
90,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,15,0.6492007421452669,False,0.654725129100882,,,,,
91,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,16,0.6492007421452669,False,0.6480639995438594,,,,,
92,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,17,0.6492007421452669,False,0.6435856020641627,,,,,
93,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,18,0.6492007421452669,False,0.6713797155687813,,,,,
94,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,19,0.6492007421452669,False,0.6669940987892787,,,,,
95,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,20,0.7677005375178984,True,0.7250825706433981,,,,,
96,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,21,0.7677005375178984,False,0.7837023538757338,,,,,
97,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,22,0.7677005375178984,False,0.7507055233779623,,,,,
98,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,23,0.7677005375178984,False,0.7391538361550432,,,,,
99,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,24,0.7677005375178984,False,0.7341222229510197,,,,,
100,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,25,0.11463062187535344,True,0.15192474349368212,,,,,
101,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,26,0.11463062187535344,False,0.11826721923614088,,,,,
102,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,27,0.11463062187535344,False,0.05645519845600154,,,,,
103,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,28,0.11463062187535344,False,0.09583016712663467,,,,,
104,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,29,0.11463062187535344,False,0.1715661104365288,,,,,
105,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,30,0.11463062187535344,False,0.10610859459808482,,,,,
106,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,31,0.11463062187535344,False,0.15970956492000143,,,,,
107,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,32,0.11463062187535344,False,0.14308264633738993,,,,,
108,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,33,0.11463062187535344,False,0.11776139352111689,,,,,
109,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,34,0.11463062187535344,False,0.14033197170422076,,,,,
110,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,35,0.11463062187535344,False,0.06189406024498723,,,,,
111,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,36,0.11463062187535344,False,0.1666588414616879,,,,,
112,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,37,0.11463062187535344,False,0.0661522649355597,,,,,
113,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,38,0.11463062187535344,False,0.14576081783165892,,,,,
114,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,39,0.11463062187535344,False,0.10389823704029691,,,,,
115,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,40,0.11463062187535344,False,0.07878286136703289,,,,,
116,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,41,0.11463062187535344,False,0.12808605790022445,,,,,
117,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,42,0.11463062187535344,False,0.18650901925068802,,,,,
118,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,43,0.11463062187535344,False,0.07677335425838581,,,,,
119,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,44,0.11463062187535344,False,0.09622165128522853,,,,,
120,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,45,0.11463062187535344,False,0.14591283216087514,,,,,
121,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,46,0.11463062187535344,False,0.15797586108149816,,,,,
122,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,47,0.11463062187535344,False,0.17216319109950262,,,,,
123,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,48,0.11463062187535344,False,0.0998545377583319,,,,,
124,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,49,0.11463062187535344,False,0.1290008245761117,,,,,
125,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,50,0.11463062187535344,False,0.14604160408187547,,,,,
126,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,51,0.11463062187535344,False,0.07281180971050971,,,,,
127,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,52,0.11463062187535344,False,0.053897816627141104,,,,,
128,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,53,0.11463062187535344,False,0.1393547894971036,,,,,
129,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,54,0.11463062187535344,False,0.11361696262506096,,,,,
130,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,55,0.700115451955974,True,0.6978415883332241,,,,,
131,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,56,0.700115451955974,False,0.7375658572275583,,,,,
132,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,57,0.700115451955974,False,0.7347863309004907,,,,,
133,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,58,0.700115451955974,False,0.7051505739777948,,,,,
134,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,59,0.700115451955974,False,0.7049949360150957,,,,,
135,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,60,0.700115451955974,False,0.7158655865827672,,,,,
136,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,61,0.700115451955974,False,0.6748480883765026,,,,,
137,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,62,0.8910888711251957,True,0.933410349282769,,,,,
138,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,63,0.8910888711251957,False,0.9270989109675768,,,,,
139,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,64,0.8910888711251957,False,0.8961878798707568,,,,,
140,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,65,0.8910888711251957,False,0.9027162803557963,,,,,
141,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,66,0.8910888711251957,False,0.9042793826178777,,,,,
142,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,67,0.8910888711251957,False,0.89462144124546,,,,,
143,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,68,0.8910888711251957,False,0.8548524769175634,,,,,
144,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,69,0.8910888711251957,False,0.8978818616307584,,,,,
145,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,70,0.8910888711251957,False,0.9011412932774465,,,,,
146,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,71,0.8910888711251957,False,0.9027929208685183,,,,,
147,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,72,0.8910888711251957,False,0.889147011455931,,,,,
148,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,73,0.6985325235038715,True,0.6720470404495373,,,,,
149,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,1,74,0.6985325235038715,False,0.6588612547118236,,,,,
150,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,0,0.21738285992464812,True,0.17266511123519884,,,,,
151,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,1,0.21738285992464812,False,0.19705352067893928,,,,,
152,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,2,0.21738285992464812,False,0.2519608520504385,,,,,
153,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,3,0.5714444295226274,True,0.5417961535022537,,,,,
154,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,4,0.5714444295226274,False,0.5614976979939446,,,,,
155,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,5,0.5714444295226274,False,0.629792004864376,,,,,
156,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,6,0.5714444295226274,False,0.6094076033201499,,,,,
157,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,7,0.5714444295226274,False,0.5110534549890967,,,,,
158,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,8,0.5714444295226274,False,0.6519766377672036,,,,,
159,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,9,0.5714444295226274,False,0.625113539513141,,,,,
160,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,10,0.5714444295226274,False,0.5231575947932087,,,,,
161,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,11,0.5714444295226274,False,0.6248793114274795,,,,,
162,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,12,0.5714444295226274,False,0.5465647696866441,,,,,
163,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,13,0.5714444295226274,False,0.5986162539239809,,,,,
164,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,14,0.5714444295226274,False,0.5820743563817412,,,,,
165,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,15,0.5714444295226274,False,0.5750407280156427,,,,,
166,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,16,0.5714444295226274,False,0.5750765865355891,,,,,
167,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,17,0.5714444295226274,False,0.5390107052865216,,,,,
168,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,18,0.6598066880167449,True,0.6152232700920169,,,,,
169,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,19,0.6598066880167449,False,0.681819084610124,,,,,
170,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,20,0.6598066880167449,False,0.667057413272545,,,,,
171,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,21,0.6598066880167449,False,0.6843394833918959,,,,,
172,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,22,0.6598066880167449,False,0.6844982820660256,,,,,
173,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,23,0.6598066880167449,False,0.6352820809337872,,,,,
174,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,24,0.1818675430622607,True,0.18627406542459893,,,,,
175,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,25,0.1818675430622607,False,0.15039028009655747,,,,,
176,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,26,0.1818675430622607,False,0.18758005586090598,,,,,
177,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,27,0.1818675430622607,False,0.15329626282358996,,,,,
178,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,28,0.1818675430622607,False,0.20744296754004563,,,,,
179,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,29,0.1818675430622607,False,0.13959970742648165,,,,,
180,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,30,0.1818675430622607,False,0.1886471594168081,,,,,
181,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,31,0.1818675430622607,False,0.2423673056461497,,,,,
182,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,32,0.1818675430622607,False,0.21734442104114,,,,,
183,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,33,0.1818675430622607,False,0.19970500729443022,,,,,
184,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,34,0.1818675430622607,False,0.19745487481352236,,,,,
185,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,35,0.1818675430622607,False,0.2219178105538548,,,,,
186,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,36,0.1818675430622607,False,0.10814393255743726,,,,,
187,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,37,0.1818675430622607,False,0.14270510299359118,,,,,
188,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,38,0.1818675430622607,False,0.19455696702591532,,,,,
189,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,39,0.1818675430622607,False,0.2053007014884495,,,,,
190,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,40,0.1818675430622607,False,0.19090446486687274,,,,,
191,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,41,0.1818675430622607,False,0.13855209221836784,,,,,
192,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,42,0.1818675430622607,False,0.19292942362305646,,,,,
193,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,2,43,0.1818675430622607,False,0.1938039759771787,,,,,
